State,City,Year,week,precip_sum,temp_mean,aqi_proxy_pm25
Andhra Pradesh,Amaravati,2025,32,22.8,30.52857142857143,31.89107142857143
Andhra Pradesh,Amaravati,2025,33,126.30000000000001,27.7,15.561904761904762
Andhra Pradesh,Amaravati,2025,34,19.5,28.414285714285715,13.522619047619049
Andhra Pradesh,Amaravati,2025,35,82.0,28.02857142857143,17.052380952380954
Andhra Pradesh,Amaravati,2025,36,32.8,28.728571428571428,22.452380952380953
Andhra Pradesh,Amaravati,2025,37,67.7,28.357142857142858,30.455952380952382
Andhra Pradesh,Amaravati,2025,38,71.4,28.385714285714283,21.22738095238095
Andhra Pradesh,Amaravati,2025,39,35.3,27.599999999999998,23.389880952380953
Andhra Pradesh,Amaravati,2025,40,21.2,28.62857142857143,16.749404761904763
Andhra Pradesh,Amaravati,2025,41,33.8,28.185714285714287,27.09940476190476
Andhra Pradesh,Amaravati,2025,42,36.4,26.74285714285714,32.33392857142857
Andhra Pradesh,Amaravati,2025,43,73.39999999999999,26.042857142857144,12.138690476190476
Andhra Pradesh,Amaravati,2025,44,139.6,26.728571428571428,20.586904761904762
Andhra Pradesh,Amaravati,2025,45,10.899999999999999,28.057142857142857,42.99464285714286
Andhra Pradesh,Amaravati,2025,46,1.3,26.82857142857143,60.25714285714286
Andhra Pradesh,Amaravati,2025,47,1.4,26.571428571428573,32.3125
Andhra Pradesh,Amaravati,2025,48,9.9,25.97142857142857,51.18869047619048
Andhra Pradesh,Amaravati,2025,49,8.600000000000001,24.47142857142857,53.31011904761905
Andhra Pradesh,Amaravati,2025,50,0.0,23.714285714285715,76.30238095238094
Andhra Pradesh,Amaravati,2025,51,0.0,24.62857142857143,79.99285714285713
Andhra Pradesh,Amaravati,2025,52,0.0,24.542857142857144,74.40833333333333
Arunachal Pradesh,Itanagar,2025,1,0.0,15.7,22.775000000000002
Arunachal Pradesh,Itanagar,2025,2,15.5,15.614285714285714,19.45654761904762
Arunachal Pradesh,Itanagar,2025,3,0.6,15.328571428571427,16.718452380952378
Arunachal Pradesh,Itanagar,2025,4,9.0,16.6,40.94047619047619
Arunachal Pradesh,Itanagar,2025,5,40.0,15.914285714285715,47.91130952380953
Arunachal Pradesh,Itanagar,2025,6,8.3,16.8,48.50416666666666
Arunachal Pradesh,Itanagar,2025,7,107.5,15.542857142857143,40.86071428571429
Arunachal Pradesh,Itanagar,2025,8,12.100000000000001,16.485714285714288,34.49702380952381
Arunachal Pradesh,Itanagar,2025,9,41.7,17.62857142857143,26.594642857142855
Arunachal Pradesh,Itanagar,2025,10,43.1,17.900000000000002,41.489285714285714
Arunachal Pradesh,Itanagar,2025,11,74.1,19.085714285714285,39.36309523809524
Arunachal Pradesh,Itanagar,2025,12,39.9,20.114285714285717,42.61488095238095
Arunachal Pradesh,Itanagar,2025,13,32.1,21.62857142857143,55.650000000000006
Arunachal Pradesh,Itanagar,2025,14,11.1,22.457142857142856,64.84345238095239
Arunachal Pradesh,Itanagar,2025,15,82.4,23.014285714285712,41.08869047619047
Arunachal Pradesh,Itanagar,2025,16,42.5,23.114285714285717,27.220238095238095
Arunachal Pradesh,Itanagar,2025,17,243.6,22.585714285714285,23.401785714285715
Arunachal Pradesh,Itanagar,2025,18,19.0,22.97142857142857,18.348809523809525
Arunachal Pradesh,Itanagar,2025,19,77.2,24.228571428571428,24.986309523809524
Arunachal Pradesh,Itanagar,2025,20,331.7,22.571428571428573,19.72083333333333
Arunachal Pradesh,Itanagar,2025,21,37.5,24.785714285714285,17.82916666666667
Arunachal Pradesh,Itanagar,2025,22,271.7,25.2,9.797619047619047
Arunachal Pradesh,Itanagar,2025,23,50.0,25.714285714285715,30.44285714285714
Arunachal Pradesh,Itanagar,2025,24,10.5,29.014285714285712,25.305357142857144
Arunachal Pradesh,Itanagar,2025,25,137.6,26.8,14.001785714285715
Arunachal Pradesh,Itanagar,2025,26,141.9,26.785714285714285,11.742261904761905
Arunachal Pradesh,Itanagar,2025,27,102.5,26.985714285714288,13.255952380952381
Arunachal Pradesh,Itanagar,2025,28,6.0,28.32857142857143,15.723214285714286
Arunachal Pradesh,Itanagar,2025,29,19.8,28.085714285714285,17.438095238095237
Arunachal Pradesh,Itanagar,2025,30,88.7,28.771428571428572,14.535714285714286
Arunachal Pradesh,Itanagar,2025,31,76.4,27.5,12.701785714285714
Arunachal Pradesh,Itanagar,2025,32,19.0,26.942857142857143,17.60595238095238
Arunachal Pradesh,Itanagar,2025,33,56.5,26.785714285714285,16.10833333333333
Arunachal Pradesh,Itanagar,2025,34,83.9,26.842857142857145,12.08452380952381
Arunachal Pradesh,Itanagar,2025,35,93.1,26.385714285714283,14.296428571428573
Arunachal Pradesh,Itanagar,2025,36,24.5,27.5,13.453571428571427
Arunachal Pradesh,Itanagar,2025,37,77.0,26.37142857142857,17.548214285714284
Arunachal Pradesh,Itanagar,2025,38,118.5,25.457142857142856,14.945833333333335
Arunachal Pradesh,Itanagar,2025,39,13.5,27.542857142857144,9.91547619047619
Arunachal Pradesh,Itanagar,2025,40,49.9,25.785714285714285,11.402380952380952
Arunachal Pradesh,Itanagar,2025,41,28.9,24.599999999999998,17.241071428571427
Arunachal Pradesh,Itanagar,2025,42,0.0,24.685714285714287,11.54642857142857
Arunachal Pradesh,Itanagar,2025,43,1.5,23.485714285714288,10.4625
Arunachal Pradesh,Itanagar,2025,44,49.7,22.314285714285713,19.59166666666667
Arunachal Pradesh,Itanagar,2025,45,0.6000000000000001,22.3,12.029761904761905
